User ID,Follower Count,Following Count,Account Active Since,Feedback
F02GVLLSA,415,254,2018-12-18,"It feels like, it hooks me more than it should and the feed is super engaging but low value"
PLWQ1QU1R,"1,502",648,2017-10-25,"Tbh, stories and reels are entertaining though great way to stay connected with friends"
SWSQPBQ7E,"1,698",763,2016-08-05,"I feel like, app crashes occasionally"
KKNNAEO01,"124,192",1012,2018-12-14,"These days, it’s hard to stop once I start and too many quick dopamine hits
 Honestly, ads interrupt the experience a lot though ads interrupt the experience a lot"
9055S2ULQ,"53,533",63,2021-02-23,"Honestly, ads interrupt the experience a lot yet I’m getting more ads than actual content"
Q3Z0Z3G4J,"13,257",665,2024-04-03,"It feels like, followers count seems off"
50RNV8OFG,698,1414,2021-11-10,"Recently, I like the variety of content however overall a good experience"
S530TJ2T9,"1,773",1635,2016-03-15,"Sometimes, ads show up way too frequently"
A1G6AP8UB,"1,830",363,2021-10-30,"I guess, there are too many ads in between posts however there are too many ads in between posts
 I guess, ads are popping up almost every scroll yet the ad load feels excessive"
9F6F5226G,"51,509",994,2022-07-16,"Recently, too many sponsored reels"
3IFHV1XG1,"1,545",1204,2024-07-09,"For me, it’s addictive without giving much substance"
D9Y8Y0AWR,917,1317,2021-08-25,"In my experience, I keep seeing sponsored posts every few swipes though ads show up way too frequently"
9AHSH1GRG,"132,129",982,2017-08-21,"Tbh, I find useful content regularly and the features keep getting better"
6WSSK4W0W,"80,980",1484,2022-07-07,"It feels like, the app is smooth and fun to use plus the features keep getting better
 In my experience, recommendations are usually on point plus the features keep getting better"
RVSFFCXHG,"1,469",1723,2017-04-29,"Overall, it hooks me more than it should"
BT3PPE690,"1,271",1283,2016-06-11,"Overall, the ad load feels excessive plus ads interrupt the experience a lot
 Kind of, the ad load feels excessive"
WSLK0PLZT,"1,735",1870,2025-08-03,"It feels like, I like the variety of content"
2XFDZOEJF,"17,647",734,2021-09-29,"Lately, ads are popping up almost every scroll however the ad load feels excessive"
HMH74UZ5L,"1,507",1871,2020-04-04,"It feels like, the feed is super engaging but low value and I open it for a minute and stay for hours
 Lately, there are too many ads in between posts"
P8FKQBJRW,"105,852",1948,2020-06-18,"Tbh, I like the variety of content plus it’s a nice break during the day"
4A80Q15FQ,491,1097,2022-01-21,"Kind of, great way to stay connected with friends"
DGEJ1DG6F,"17,977",742,2020-06-23,"Lately, sponsored content is overwhelming"
VU69QAZ6F,"1,957",1402,2017-07-25,"Honestly, the feed is super engaging but low value though I open it for a minute and stay for hours"
K0R401CGE,"1,702",1776,2023-04-16,"I feel like, notifications are inconsistent"
EYQE6836H,228,1774,2020-10-16,"I feel like, too many sponsored reels and the feed feels cluttered with promotions"
HK3LQEXRS,652,1946,2020-04-09,"Sometimes, too many sponsored reels though I’m getting more ads than actual content"
Z9XX5FZHF,325,1803,2020-11-07,"Not gonna lie, DMs lag at times"
G6JNA9ZN9,68,457,2021-03-02,"These days, too many quick dopamine hits
 More often than not, I end up wasting a lot of time here"
QCG41RK4M,"1,453",1656,2020-08-17,"Sometimes, I’m getting more ads than actual content though I keep seeing sponsored posts every few swipes"
D0SQPZYGW,"1,461",498,2022-06-18,"At times, it’s hard to stop once I start though I keep scrolling way longer than I plan
 Honestly, ads are popping up almost every scroll"
YRICVKMV4,692,511,2019-12-25,"In my experience, great way to stay connected with friends
 From my side, stories and reels are entertaining yet recommendations are usually on point"
HXV2ZOTTS,"1,471",1582,2020-02-21,"Sometimes, it’s a nice break during the day"
PSCTPN7Y8,"128,405",1487,2019-01-19,"At times, the feed feels cluttered with promotions so too many sponsored reels"
RS5Y4IG7T,"124,607",410,2023-11-25,"I feel like, I like the variety of content"
KETUGKNN5,"16,251",933,2021-07-30,"I guess, I keep scrolling way longer than I plan yet I end up wasting a lot of time here
 In my experience, content feels endless and a bit shallow so I open it for a minute and stay for hours"
BQ6771L6R,"93,417",1713,2024-05-27,"Sometimes, it’s hard to stop once I start but it’s hard to stop once I start
 Kind of, the feed feels cluttered with promotions"
BUXHWRRVA,"8,022",1501,2022-07-10,"Kind of, sponsored content is overwhelming but I keep seeing sponsored posts every few swipes"
AGP60Q2OA,"6,694",1289,2022-04-24,"Honestly, too many sponsored reels however there are too many ads in between posts"
E8HCX09LP,"9,112",831,2022-09-16,"Not gonna lie, there are too many ads in between posts and there are too many ads in between posts"
0E9KDTS1F,"1,631",1155,2022-08-23,"Recently, the feed is super engaging but low value
 I guess, too many quick dopamine hits and content feels endless and a bit shallow"
FZ4X264JS,955,1990,2019-11-15,"Kind of, I enjoy discovering new creators
 I feel like, stories and reels are entertaining"
OHQXUZRH2,"17,046",884,2016-04-13,"I guess, I like the variety of content"
FZUO88V78,"1,435",372,2025-09-09,"Not gonna lie, messages sometimes don’t send properly"
K2V4ZPPZ9,"40,498",1479,2020-01-17,"In my experience, search isn’t very accurate and uploads take too long"
ZKSBWTSMC,"1,357",1121,2023-11-27,"More often than not, sponsored content is overwhelming"
1EGOK01TN,"17,551",587,2017-08-17,"At times, it hooks me more than it should plus I open it for a minute and stay for hours
 Kind of, too many quick dopamine hits"
VVJ0N2H7D,"1,266",1392,2022-07-15,"These days, search isn’t very accurate plus app crashes occasionally"
2N5EOYUN4,"7,171",1542,2024-01-16,"For me, DMs lag at times"
UWUHQ6Q6Y,"108,830",482,2016-11-24,"Sometimes, there are too many ads in between posts and too many sponsored reels"
I299IJ283,"1,419",1169,2019-01-08,"Sometimes, it’s a nice break during the day yet I like the variety of content"
ZDO0D3FVN,"1,744",126,2019-04-03,"From my side, it’s hard to stop once I start
 Lately, the feed is super engaging but low value"
HS258W9ZJ,"12,539",749,2018-05-12,"For me, it’s addictive without giving much substance however it’s hard to stop once I start"
WW1UN2KTV,"16,948",233,2025-12-20,"At times, I end up wasting a lot of time here plus content feels endless and a bit shallow"
0BO7WP2D4,"5,662",1528,2017-11-23,"Sometimes, it hooks me more than it should
 Overall, I open it for a minute and stay for hours and content feels endless and a bit shallow"
4RP59Q6PU,"110,686",129,2019-07-31,"These days, stories and reels are entertaining plus it’s a nice break during the day"
Q8LH1TBGK,"1,067",1311,2022-06-12,"From my side, I like the variety of content"
WMWGOSNST,"1,205",806,2020-09-04,"Kind of, I like the variety of content and great way to stay connected with friends"
2RI52ZVBC,"1,093",1152,2018-05-28,"Recently, ads show up way too frequently
 Sometimes, ads show up way too frequently"
N4FG0DJQ1,955,428,2022-10-19,"Lately, ads show up way too frequently
 Honestly, the ad load feels excessive"
RMCLVVAGY,"6,536",1117,2020-03-21,"Overall, the features keep getting better though the app is smooth and fun to use
 It feels like, I like the variety of content though great way to stay connected with friends"
K2IC7PP7K,"1,639",782,2019-07-25,"Honestly, fonts look weird on some screens"
MD8W1SAGM,293,1134,2024-12-29,"Honestly, I’m getting more ads than actual content yet sponsored content is overwhelming"
L08YG0JV1,205,1755,2018-03-06,"In my experience, the feed is super engaging but low value so I keep scrolling way longer than I plan"
YWWMOC0BJ,"144,057",1974,2022-05-08,"In my experience, the feed feels cluttered with promotions however the ad load feels excessive
 Overall, I’m getting more ads than actual content"
UCBL116CZ,"134,072",1464,2022-02-14,"In my experience, too many quick dopamine hits
 More often than not, I keep scrolling way longer than I plan yet the reels pull me in and I lose track of time"
C572MPORG,"1,791",766,2022-02-10,"In my experience, DMs lag at times"
LXSOL5TIH,"1,926",172,2023-05-24,"Sometimes, I like the variety of content however overall a good experience
 Not gonna lie, the app is smooth and fun to use"
TWY6H7TNV,571,297,2018-08-22,"More often than not, recommendations are usually on point plus it’s a nice break during the day"
3JONOU9IY,"3,038",241,2020-07-18,"More often than not, it hooks me more than it should
 Honestly, it’s hard to stop once I start plus it hooks me more than it should"
LZE639KW2,"1,167",105,2025-12-23,"Lately, recommendations are usually on point
 Lately, overall a good experience"
ZGMFFOHK9,"100,488",643,2021-11-18,"Kind of, too many sponsored reels so sponsored content is overwhelming"
JY193AT6M,"1,198",1264,2016-05-08,"More often than not, overall a good experience"
3WPXWDOGD,105,918,2019-07-20,"I guess, it’s a nice break during the day plus I like the variety of content"
D3HTY61JZ,588,1954,2019-09-13,"In my experience, great way to stay connected with friends however the features keep getting better
 In my experience, I like the variety of content but great way to stay connected with friends"
JF4CIWL3R,558,705,2021-06-08,"Kind of, it’s addictive without giving much substance
 Not gonna lie, it’s addictive without giving much substance"
Y3O3LJ0N6,"1,147",1488,2023-06-25,"Overall, I open it for a minute and stay for hours
 Tbh, I’m getting more ads than actual content though I keep seeing sponsored posts every few swipes"
BXD7ITQRT,"44,479",103,2022-11-26,"For me, I end up wasting a lot of time here and it’s addictive without giving much substance
 For me, I open it for a minute and stay for hours"
BKO4JQTH0,902,768,2017-11-28,"Sometimes, spacing looks off though design feels inconsistent"
OCP8FP1K8,"1,424",579,2022-04-24,"I guess, I open it for a minute and stay for hours plus I keep scrolling way longer than I plan
 These days, the feed feels cluttered with promotions plus there are too many ads in between posts"
KLV69EOXX,"1,921",1163,2018-04-23,"It feels like, content feels endless and a bit shallow"
BVV2J2CGQ,"23,375",290,2017-08-20,"Sometimes, ads interrupt the experience a lot so there are too many ads in between posts
 I feel like, ads interrupt the experience a lot though I keep seeing sponsored posts every few swipes"
VA7XWLR4I,"10,209",1404,2017-06-25,"It feels like, ads show up way too frequently"
I87XW69HZ,821,1315,2020-10-22,"Recently, it’s hard to stop once I start so it’s hard to stop once I start"
OTTXT1B1M,"8,568",1978,2019-11-21,"At times, sponsored content is overwhelming"
L785HSZDI,813,918,2022-12-04,"I guess, the feed is super engaging but low value
 Not gonna lie, the feed feels cluttered with promotions"
0ZSLWEUZ1,449,224,2019-07-02,"These days, stories and reels are entertaining and overall a good experience
 Tbh, the features keep getting better plus recommendations are usually on point"
3SICVPDQE,"140,155",118,2020-03-25,"Kind of, the reels pull me in and I lose track of time
 For me, I keep scrolling way longer than I plan however it hooks me more than it should"
6RV9777TN,238,1419,2022-03-21,"Lately, content feels endless and a bit shallow but the feed is super engaging but low value"
0JF6DNOBK,"45,492",906,2022-05-20,"Not gonna lie, it hooks me more than it should"
9NT3W5UZB,592,213,2025-08-04,"Overall, the reels pull me in and I lose track of time yet content feels endless and a bit shallow
 Sometimes, the feed is super engaging but low value"
4JCRW9A8R,"8,920",106,2020-08-23,"These days, too many tabs on the screen"
Y6Q2M8OF7,930,85,2016-02-04,"In my experience, ads show up way too frequently and the feed feels cluttered with promotions"
8U287M5C6,228,103,2019-12-29,"From my side, I keep scrolling way longer than I plan
 Not gonna lie, ads show up way too frequently"
IH714U655,"1,168",1931,2016-06-21,"Not gonna lie, stories and reels are entertaining"
9HF1PW26R,447,467,2016-11-04,"I guess, the feed feels cluttered with promotions
 More often than not, sponsored content is overwhelming"
ESFKV3RQB,"1,455",633,2025-10-20,"Kind of, I’m getting more ads than actual content
 In my experience, too many sponsored reels"
1YIR6MI34,172,94,2023-07-22,"More often than not, spacing looks off yet the layout feels cluttered"
6WW8YL68N,579,100,2021-10-18,"Sometimes, too many quick dopamine hits"
5L0RXMIP1,"19,616",663,2019-08-28,"Honestly, it’s addictive without giving much substance"
0Z9YJG6QO,"1,023",527,2016-01-28,"From my side, fonts look weird on some screens"
KERTQHNOL,"14,889",534,2016-06-19,"More often than not, sponsored content is overwhelming plus there are too many ads in between posts
 I feel like, the feed feels cluttered with promotions"
56EFIQ0G2,"1,270",1196,2019-08-20,"It feels like, the feed feels cluttered with promotions"
MLPNUUZZ3,"1,699",1222,2020-03-11,"Lately, recommendations are usually on point"
B5NOV31NY,"1,925",1576,2018-05-21,"These days, it’s hard to stop once I start
 Kind of, content feels endless and a bit shallow yet too many quick dopamine hits"
OX87CZR7X,"17,181",1063,2017-10-05,"I guess, the ad load feels excessive"
A8NZF94E8,"19,654",310,2017-05-10,"Not gonna lie, the feed feels cluttered with promotions though I keep seeing sponsored posts every few swipes"
D66BX0RTM,"1,908",296,2016-11-21,"Sometimes, the feed feels cluttered with promotions though the ad load feels excessive
 Not gonna lie, I’m getting more ads than actual content"
S2Z48EGP1,"30,486",357,2016-01-29,"Kind of, it’s addictive without giving much substance though it’s addictive without giving much substance"
24GSY5YBI,212,979,2019-08-31,"These days, I enjoy discovering new creators"
Q3Q7GKTMQ,"1,858",251,2020-04-19,"I guess, it hooks me more than it should however I keep scrolling way longer than I plan"
8PU8HN8XZ,"74,344",899,2021-09-15,"Tbh, the feed feels cluttered with promotions"
6N4A0MCQ5,136,559,2018-06-11,"Honestly, followers count seems off"
GYDXIS154,"16,546",1345,2017-06-04,"Recently, UI changes are confusing"
1LQSRNKZC,788,630,2021-02-14,"In my experience, I open it for a minute and stay for hours yet I end up wasting a lot of time here"
KH50K2T9Z,"8,766",963,2016-10-10,"Recently, I find useful content regularly"
MRLLGU1TL,"6,594",117,2020-01-21,"Recently, I end up wasting a lot of time here
 Overall, too many sponsored reels and too many sponsored reels"
5AA35WFW5,"1,788",727,2024-10-24,"These days, it’s addictive without giving much substance however it’s hard to stop once I start
 Lately, it’s hard to stop once I start and I keep scrolling way longer than I plan"
HWTGDK4SN,"1,467",1054,2017-08-13,"It feels like, the feed is super engaging but low value however I open it for a minute and stay for hours"
7XA23BT0J,"9,573",856,2024-02-10,"From my side, I find useful content regularly so stories and reels are entertaining"
8LCWL6QMG,"1,643",1200,2017-10-16,"I feel like, it’s hard to stop once I start though it’s addictive without giving much substance"
39KA7JK83,"1,212",916,2021-01-07,"Recently, ads interrupt the experience a lot however the feed feels cluttered with promotions
 I guess, I’m getting more ads than actual content but ads interrupt the experience a lot"
FCDV3U48T,"36,852",247,2020-08-19,"Kind of, I enjoy discovering new creators though the app is smooth and fun to use"
AXVT7CZ14,"10,832",1225,2016-01-13,"Kind of, the feed is super engaging but low value"
AVB720NJA,14,823,2023-07-13,"Honestly, app crashes occasionally however messages sometimes don’t send properly"
RWE9EUKIF,"1,796",148,2016-11-07,"Overall, ads show up way too frequently
 Tbh, sponsored content is overwhelming"
B7W8P74MJ,"1,340",1246,2020-05-21,"For me, the feed is super engaging but low value"
V37DIA5U6,129,1351,2025-03-28,"For me, I end up wasting a lot of time here
 Tbh, I keep scrolling way longer than I plan yet the reels pull me in and I lose track of time"
FV3DZWAVM,"1,507",241,2019-05-29,"For me, stories and reels are entertaining"
9OP2C8HH4,"17,102",1894,2019-04-01,"Overall, the app is smooth and fun to use but I find useful content regularly"
YDQ3NWQAE,"1,313",1419,2021-09-18,"Overall, I keep scrolling way longer than I plan"
4B9KKC21P,"6,909",1573,2017-09-13,"Sometimes, the app is smooth and fun to use
 I feel like, the features keep getting better"
PJ0AK269R,"15,018",788,2018-03-19,"Lately, the ad load feels excessive"
LY0OCRVQZ,325,943,2025-07-15,"Lately, too many sponsored reels
 At times, the ad load feels excessive but ads are popping up almost every scroll"
GTLD6F0N3,"1,125",1628,2024-11-15,"I guess, ads are popping up almost every scroll but I’m getting more ads than actual content"
QP6AIXY3P,"3,817",697,2019-08-26,"It feels like, ads are popping up almost every scroll"
96YG626M8,"1,761",905,2024-07-08,"Tbh, ads show up way too frequently so ads interrupt the experience a lot"
4ZATZ8RBJ,"109,553",551,2021-04-10,"Sometimes, design feels inconsistent"
CNFU2HERS,"1,141",1862,2020-02-18,"I guess, sponsored content is overwhelming plus there are too many ads in between posts
 More often than not, I keep seeing sponsored posts every few swipes though sponsored content is overwhelming"
Y9V3ZSOZA,308,403,2016-04-22,"It feels like, the reels pull me in and I lose track of time
 These days, the feed feels cluttered with promotions"
62E84L9YI,"1,445",1054,2020-10-18,"From my side, sponsored content is overwhelming
 Lately, sponsored content is overwhelming"
2XWB1GQC4,"1,563",918,2022-05-28,"From my side, great way to stay connected with friends however the features keep getting better"
SSQVRUA7B,"1,566",321,2024-06-18,"I feel like, there are too many ads in between posts but sponsored content is overwhelming"
6S5IPRUIX,411,1551,2025-02-14,"Not gonna lie, I find useful content regularly"
KDOCBA4AA,408,299,2018-08-18,"Kind of, content feels endless and a bit shallow however I open it for a minute and stay for hours
 In my experience, I keep seeing sponsored posts every few swipes yet I keep seeing sponsored posts every few swipes"
JVBP3BAU5,"71,140",659,2022-02-15,"I guess, it’s hard to stop once I start
 For me, I’m getting more ads than actual content"
UKY0J4Q49,"30,069",1528,2025-11-19,"Overall, too many quick dopamine hits
 I guess, I’m getting more ads than actual content"
TMZH93XMC,"1,552",1740,2023-07-01,"At times, I keep seeing sponsored posts every few swipes"
3KF63RED7,560,417,2018-04-11,"Kind of, I keep seeing sponsored posts every few swipes however sponsored content is overwhelming"
QBKERN6YJ,606,1620,2025-03-09,"Honestly, too many quick dopamine hits so content feels endless and a bit shallow"
6QPJN22Y4,369,493,2021-02-22,"Honestly, the feed feels cluttered with promotions plus ads show up way too frequently"
0MRUCZG3R,"1,517",1479,2023-08-20,"Not gonna lie, I enjoy discovering new creators and it’s a nice break during the day"
6I3CE8ZNA,"68,717",160,2023-11-12,"These days, it’s addictive without giving much substance plus it’s addictive without giving much substance"
GG48FTLT7,21,1400,2025-07-09,"I guess, I keep seeing sponsored posts every few swipes though the ad load feels excessive"
Y42DJ43DG,737,935,2021-06-25,"Overall, ads interrupt the experience a lot plus I keep seeing sponsored posts every few swipes"
IF2GOG72O,"10,131",596,2017-10-14,"These days, it hooks me more than it should"
COZROOUEL,954,1442,2021-10-20,"Sometimes, it’s hard to stop once I start"
PR6H2HXN4,"1,608",1808,2017-08-27,"More often than not, it hooks me more than it should
 Tbh, the reels pull me in and I lose track of time yet it’s hard to stop once I start"
FPI90MB0O,980,1463,2025-09-20,"These days, the feed feels cluttered with promotions yet I keep seeing sponsored posts every few swipes"
V7B6LD8IT,566,1747,2021-04-13,"Lately, fonts look weird on some screens"
8MVW5OXIO,"13,248",828,2022-10-29,"Honestly, the ad load feels excessive
 Recently, sponsored content is overwhelming but ads interrupt the experience a lot"
HHE1GQ59H,"6,172",1449,2024-02-16,"Overall, content feels endless and a bit shallow
 Lately, ads show up way too frequently"
SLB7JL6LX,"1,160",229,2020-08-19,"Sometimes, notifications are inconsistent yet my reach has dropped recently"
ALUNQR8O1,529,1569,2023-02-10,"These days, it’s addictive without giving much substance"
A7HEZ74LA,"1,878",340,2024-09-06,"These days, too many quick dopamine hits"
22VXYZX9J,795,1558,2016-05-24,"Not gonna lie, content feels endless and a bit shallow
 It feels like, content feels endless and a bit shallow"
948IY00G0,328,740,2019-05-13,"More often than not, I find useful content regularly plus the features keep getting better
 Sometimes, the features keep getting better"
3LP62TMLP,"18,201",125,2023-04-12,"Sometimes, I keep scrolling way longer than I plan
 Honestly, too many sponsored reels"
Q08ZX54SD,"13,925",1617,2025-09-07,"Not gonna lie, navigation could be simpler"
ZPQKF4VGE,"7,519",208,2023-07-13,"Honestly, I end up wasting a lot of time here so it’s hard to stop once I start
 Tbh, too many quick dopamine hits however I keep scrolling way longer than I plan"
D1N1TP1LS,"1,927",869,2025-10-28,"I guess, ads are popping up almost every scroll
 Sometimes, sponsored content is overwhelming yet ads are popping up almost every scroll"
SRQKRST3T,"1,564",114,2020-10-28,"These days, it hooks me more than it should plus it hooks me more than it should"
DUT4S7AZV,"5,687",898,2017-09-04,"I feel like, it’s addictive without giving much substance"
FO0GUXL2F,"117,339",597,2018-11-25,"It feels like, it’s addictive without giving much substance
 I feel like, I’m getting more ads than actual content plus too many sponsored reels"
P39YL9UE4,"3,493",1264,2017-12-11,"Kind of, the reels pull me in and I lose track of time but it hooks me more than it should
 Sometimes, too many quick dopamine hits but it’s addictive without giving much substance"
XC066O1EN,"18,528",1619,2024-09-27,"Kind of, it hooks me more than it should so the feed is super engaging but low value"
BQUAKX6WB,"146,195",335,2021-03-31,"For me, I end up wasting a lot of time here but content feels endless and a bit shallow"
LBORIQ8HK,"1,607",126,2024-09-20,"Not gonna lie, the reels pull me in and I lose track of time and I open it for a minute and stay for hours"
TLXOUN91F,"18,204",1433,2022-01-30,"I guess, content feels endless and a bit shallow
 Recently, it’s hard to stop once I start so I open it for a minute and stay for hours"
P6LFEWVZN,603,979,2021-09-01,"I guess, the reels pull me in and I lose track of time
 Not gonna lie, it hooks me more than it should but it hooks me more than it should"
TX182KYB8,"15,045",1692,2017-02-24,"I guess, icons aren’t intuitive yet navigation could be simpler"
4ZBL5KZHC,"1,427",1678,2024-10-28,"At times, ads are popping up almost every scroll plus sponsored content is overwhelming
 For me, ads show up way too frequently so the feed feels cluttered with promotions"
LE45B2NIX,"1,962",534,2017-06-21,"These days, content feels endless and a bit shallow
 Honestly, content feels endless and a bit shallow and too many quick dopamine hits"
QDJU0S1G9,"1,162",864,2021-02-13,"Tbh, too many quick dopamine hits"
MQK8SZ7IW,625,882,2024-08-22,"Kind of, the reels pull me in and I lose track of time
 Overall, the reels pull me in and I lose track of time and the reels pull me in and I lose track of time"
I4KT4QXAR,"1,004",266,2024-10-28,"Sometimes, my reach has dropped recently"
98JHE17O7,748,795,2022-04-09,"These days, ads are popping up almost every scroll"
PSO6JPRZD,"1,570",230,2017-06-17,"Tbh, sponsored content is overwhelming yet I’m getting more ads than actual content
 From my side, too many sponsored reels yet there are too many ads in between posts"
VGV0E7450,"1,736",1438,2016-04-04,"Recently, too many quick dopamine hits
 I guess, I keep scrolling way longer than I plan"
E6LZKWE9C,"16,817",72,2017-06-30,"It feels like, it’s hard to stop once I start
 From my side, there are too many ads in between posts"
GH2M5ZJA8,"1,474",882,2021-06-24,"Overall, I open it for a minute and stay for hours"
N6AGXBBI7,263,1043,2018-02-07,"These days, overall a good experience plus great way to stay connected with friends"
4K8O5B8MS,"92,662",364,2019-02-21,"Honestly, stories and reels are entertaining"
FE1V0ONRN,"6,874",1410,2016-01-22,"Overall, the features keep getting better
 Overall, I find useful content regularly"
EIFDD56H6,"1,894",1334,2020-10-15,"Lately, I’m getting more ads than actual content and the ad load feels excessive"
IA77E799O,"20,427",1465,2019-09-06,"I guess, I keep seeing sponsored posts every few swipes
 Lately, too many sponsored reels yet ads interrupt the experience a lot"
LQII1EJ4P,"1,462",909,2021-01-14,"These days, it’s hard to stop once I start plus I open it for a minute and stay for hours
 From my side, the feed feels cluttered with promotions"
1EBVFWB5H,"1,104",114,2021-10-21,"Lately, ads are popping up almost every scroll but the feed feels cluttered with promotions
 I guess, the feed feels cluttered with promotions plus the ad load feels excessive"
SAKRAFFLA,644,508,2018-01-22,"Honestly, icons aren’t intuitive"
KE2DCQ81U,776,78,2021-11-12,"These days, spacing looks off"
GL97C8K3N,"1,424",598,2018-05-13,"Tbh, it’s a nice break during the day plus stories and reels are entertaining
 Overall, the app is smooth and fun to use but I like the variety of content"
4VUVA1SI6,"58,930",300,2022-01-17,"Overall, overall a good experience"
83AMB3LPV,"1,254",1676,2016-11-29,"Sometimes, it hooks me more than it should"
IGQX2456I,"4,288",64,2024-05-24,"Tbh, it hooks me more than it should"
QK51FPKH1,778,248,2020-01-10,"Sometimes, it’s addictive without giving much substance and I open it for a minute and stay for hours"
2MPXTGU0S,243,243,2017-07-20,"Honestly, I like the variety of content"
WCGV6LRLW,"1,742",1427,2018-07-10,"Kind of, ads are popping up almost every scroll"
F8SQ633RG,"1,187",475,2017-02-21,"Tbh, ads interrupt the experience a lot"
VXEUSX4CQ,583,1836,2018-09-03,"More often than not, hashtags don’t seem to work well"
2HR5SOSC0,"8,878",1131,2021-08-21,"Kind of, sponsored content is overwhelming
 Lately, too many sponsored reels yet the feed feels cluttered with promotions"
F38DIUOVW,"14,464",972,2020-12-18,"In my experience, it’s addictive without giving much substance
 Tbh, it’s addictive without giving much substance"
HNUXORZPG,"1,629",1608,2018-06-22,"In my experience, I keep scrolling way longer than I plan though I end up wasting a lot of time here
 For me, it’s addictive without giving much substance"
YZVFSWJZ8,"1,404",181,2023-11-30,"In my experience, the feed feels cluttered with promotions but sponsored content is overwhelming"
NU80B6UGV,"1,961",176,2021-01-19,"These days, content feels endless and a bit shallow
 From my side, I keep scrolling way longer than I plan yet I open it for a minute and stay for hours"
UDOJY6G10,"43,317",1921,2019-11-07,"More often than not, it’s hard to stop once I start
 Overall, the feed is super engaging but low value though content feels endless and a bit shallow"
E8M3RKL39,280,139,2019-07-30,"In my experience, the feed feels cluttered with promotions
 In my experience, I’m getting more ads than actual content and ads show up way too frequently"
M5P7E1047,"14,533",160,2019-06-02,"At times, I keep scrolling way longer than I plan though it’s hard to stop once I start
 Overall, it’s hard to stop once I start however it hooks me more than it should"
5A5W9XXLU,728,1731,2020-04-09,"Kind of, notifications are inconsistent"
U3M3TD7UR,218,922,2020-07-19,"Sometimes, I enjoy discovering new creators"
66KE9JFO2,"1,103",174,2023-11-07,"Sometimes, dark mode could be better plus fonts look weird on some screens"
AOX7D0RZX,524,1246,2016-10-11,"Tbh, I enjoy discovering new creators however I like the variety of content"
XGWK1GPCX,"2,886",1373,2023-07-02,"Kind of, ads show up way too frequently however ads show up way too frequently
 Tbh, there are too many ads in between posts though ads interrupt the experience a lot"
51OB537QO,"15,840",1845,2025-03-13,"These days, it’s hard to stop once I start"
SS0GHRED7,"17,314",92,2023-06-08,"I guess, DMs lag at times"
FCHIZ6WQU,74,1209,2021-11-13,"It feels like, ads interrupt the experience a lot yet ads are popping up almost every scroll"
C8N3VO0EN,"94,986",1502,2022-06-06,"Sometimes, the app is smooth and fun to use
 Honestly, stories and reels are entertaining however stories and reels are entertaining"
QWQMKQI02,"49,090",151,2024-08-14,"More often than not, too many sponsored reels though too many sponsored reels"
OUEZ7RYC2,235,264,2019-10-03,"These days, the app is smooth and fun to use however recommendations are usually on point
 It feels like, the app is smooth and fun to use plus overall a good experience"
FRBOO703B,"134,073",315,2020-05-20,"In my experience, ads interrupt the experience a lot"
GH1IX2AJG,"3,270",790,2024-01-21,"From my side, I’m getting more ads than actual content so too many sponsored reels"
2EP768SY7,"1,577",70,2024-01-18,"At times, the reels pull me in and I lose track of time so it hooks me more than it should"
273JYZBB2,"88,876",1797,2016-11-11,"Tbh, ads are popping up almost every scroll"
H0OCOG2XR,"12,838",358,2017-01-22,"Sometimes, the app is smooth and fun to use however I like the variety of content"
0U50AP1WN,948,1532,2018-06-10,"More often than not, I enjoy discovering new creators"
NRHZN4KGE,468,1717,2017-02-13,"Recently, the feed is super engaging but low value"
9KYPOFKJW,"68,449",1243,2023-09-03,"For me, the reels pull me in and I lose track of time but content feels endless and a bit shallow"
4FY5115ZG,"116,953",704,2023-11-16,"Honestly, too many sponsored reels plus ads interrupt the experience a lot
 Recently, I keep seeing sponsored posts every few swipes though ads show up way too frequently"
UACIJWZ8Y,"122,707",899,2018-11-09,"Lately, search isn’t very accurate yet app crashes occasionally"
6SWK2RV23,"66,913",1490,2020-08-05,"In my experience, it’s hard to stop once I start yet the feed is super engaging but low value"
JQZPLJCMV,"3,101",841,2023-10-02,"Kind of, search isn’t very accurate"
C42YFKJFP,919,1274,2021-05-16,"More often than not, too many quick dopamine hits"
4O5XKQR4Z,"1,348",1971,2016-08-03,"In my experience, I keep seeing sponsored posts every few swipes
 It feels like, too many sponsored reels however there are too many ads in between posts"
C9PUN6EN1,931,507,2024-09-17,"Sometimes, the feed is super engaging but low value plus I end up wasting a lot of time here
 Overall, too many sponsored reels however ads interrupt the experience a lot"
TX8J1CCM0,"16,093",213,2023-07-23,"For me, I keep scrolling way longer than I plan"
3UMGTHKTG,"12,271",421,2017-05-15,"For me, the ad load feels excessive plus ads interrupt the experience a lot"
1TOZHDV5O,"1,466",746,2021-12-22,"Sometimes, it hooks me more than it should yet the reels pull me in and I lose track of time"
3XW4WYRW3,132,682,2024-12-07,"Kind of, search isn’t very accurate plus app crashes occasionally"
Q7TFS2E2F,"1,473",195,2023-12-07,"More often than not, the ad load feels excessive and there are too many ads in between posts
 It feels like, ads show up way too frequently"
7K1D8NRUU,"38,228",1258,2025-09-04,"Sometimes, sponsored content is overwhelming and the feed feels cluttered with promotions"
R24G4ZRRP,"122,411",508,2024-09-12,"Lately, the features keep getting better though I enjoy discovering new creators"
